"drugName","activeIngredients","fever","vomit","arthritis"
"TANZEUM","ALBIGLUTIDE",FALSE,FALSE,FALSE
"TAO","TROLEANDOMYCIN",FALSE,FALSE,FALSE
"TAPAZOLE","METHIMAZOLE",FALSE,FALSE,FALSE
"TAPENTADOL","TAPENTADOL",FALSE,FALSE,FALSE
"TAPENTADOL HYDROCHLORIDE","TAPENTADOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"TARACTAN","CHLORPROTHIXENE",FALSE,FALSE,FALSE
"TARCEVA","ERLOTINIB HYDROCHLORIDE",FALSE,FALSE,FALSE
"TARGINIQ","NALOXONE HYDROCHLORIDE; OXYCODONE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TARGRETIN","BEXAROTENE",FALSE,FALSE,FALSE
"TARKA","TRANDOLAPRIL; VERAPAMIL HYDROCHLORIDE",FALSE,FALSE,FALSE
"TARPEYO","BUDESONIDE",FALSE,FALSE,FALSE
"TASCENSO ODT","FINGOLIMOD LAURYL SULFATE",FALSE,FALSE,FALSE
"TASIGNA","NILOTINIB HYDROCHLORIDE",FALSE,FALSE,FALSE
"TASIMELTEON","TASIMELTEON",FALSE,FALSE,FALSE
"TASMAR","TOLCAPONE",FALSE,FALSE,FALSE
"TATUM-T","COPPER",FALSE,FALSE,FALSE
"TAUVID","FLORTAUCIPIR F-18",FALSE,FALSE,FALSE
"TAVABOROLE","TAVABOROLE",FALSE,FALSE,FALSE
"TAVALISSE","FOSTAMATINIB DISODIUM",FALSE,FALSE,FALSE
"TAVIST","CLEMASTINE FUMARATE",FALSE,FALSE,FALSE
"TAVIST ALLERGY/SINUS/HEADACHE","ACETAMINOPHEN; CLEMASTINE FUMARATE; PSEUDOEPHEDRINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TAVIST-1","CLEMASTINE FUMARATE",FALSE,FALSE,FALSE
"TAVNEOS","AVACOPAN",FALSE,FALSE,FALSE
"TAXOL","PACLITAXEL",FALSE,FALSE,FALSE
"TAXOTERE","DOCETAXEL",FALSE,FALSE,FALSE
"TAYTULLA","ETHINYL ESTRADIOL; NORETHINDRONE ACETATE",FALSE,FALSE,FALSE
"TAZAROTENE","TAZAROTENE",FALSE,FALSE,FALSE
"TAZICEF","CEFTAZIDIME",FALSE,FALSE,FALSE
"TAZIDIME","CEFTAZIDIME",FALSE,FALSE,FALSE
"TAZIDIME IN PLASTIC CONTAINER","CEFTAZIDIME",FALSE,FALSE,FALSE
"TAZORAC","TAZAROTENE",FALSE,FALSE,FALSE
"TAZTIA XT","DILTIAZEM HYDROCHLORIDE",FALSE,FALSE,FALSE
"TAZVERIK","TAZEMETOSTAT HYDROBROMIDE",FALSE,FALSE,FALSE
"TECENTRIQ","ATEZOLIZUMAB",FALSE,FALSE,FALSE
"TECFIDERA","DIMETHYL FUMARATE",FALSE,FALSE,FALSE
"TECHNECOLL","TECHNETIUM TC-99M SULFUR COLLOID KIT",FALSE,FALSE,FALSE
"TECHNELITE","TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR",FALSE,FALSE,FALSE
"TECHNESCAN","TECHNETIUM TC-99M OXIDRONATE KIT",FALSE,FALSE,FALSE
"TECHNESCAN GLUCEPTATE","TECHNETIUM TC-99M GLUCEPTATE KIT",FALSE,FALSE,FALSE
"TECHNESCAN HIDA","TECHNETIUM TC-99M LIDOFENIN KIT",FALSE,FALSE,FALSE
"TECHNESCAN MAG3","TECHNETIUM TC-99M MERTIATIDE KIT",FALSE,FALSE,FALSE
"TECHNESCAN PYP KIT","TECHNETIUM TC-99M PYROPHOSPHATE KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC 99M ALBUMIN AGGREGATED KIT","TECHNETIUM TC-99M ALBUMIN AGGREGATED KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC 99M DIPHOSPHONATE-TIN KIT","TECHNETIUM TC-99M ETIDRONATE KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC 99M GENERATOR","TECHNETIUM TC-99M SODIUM PERTECHNETATE GENERATOR",FALSE,FALSE,FALSE
"TECHNETIUM TC 99M MPI MDP","TECHNETIUM TC-99M MEDRONATE KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC 99M SESTAMIBI","TECHNETIUM TC-99M SESTAMIBI KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC 99M SULFUR COLLOID","TECHNETIUM TC-99M SULFUR COLLOID",FALSE,FALSE,FALSE
"TECHNETIUM TC 99M TSC","TECHNETIUM TC-99M SULFUR COLLOID KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC-99M MEBROFENIN","TECHNETIUM TC-99M MEBROFENIN KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC-99M MEDRONATE KIT","TECHNETIUM TC-99M MEDRONATE KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC-99M PENTETATE KIT","TECHNETIUM TC-99M PENTETATE KIT",FALSE,FALSE,FALSE
"TECHNETIUM TC99M MERTIATIDE KIT","TECHNETIUM TC-99M MERTIATIDE KIT",FALSE,FALSE,FALSE
"TECHNIVIE","OMBITASVIR; PARITAPREVIR; RITONAVIR",FALSE,FALSE,FALSE
"TECZEM","DILTIAZEM MALATE; ENALAPRIL MALEATE",FALSE,FALSE,FALSE
"TEEBACIN","AMINOSALICYLATE SODIUM",FALSE,FALSE,FALSE
"TEFLARO","CEFTAROLINE FOSAMIL",FALSE,FALSE,FALSE
"TEGISON","ETRETINATE",FALSE,FALSE,FALSE
"TEGOPEN","CLOXACILLIN SODIUM",FALSE,FALSE,FALSE
"TEGRETOL","CARBAMAZEPINE",FALSE,FALSE,FALSE
"TEGRETOL-XR","CARBAMAZEPINE",FALSE,FALSE,FALSE
"TEGSEDI","INOTERSEN SODIUM",FALSE,FALSE,FALSE
"TEKAMLO","ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE",FALSE,FALSE,FALSE
"TEKTURNA","ALISKIREN HEMIFUMARATE",FALSE,FALSE,FALSE
"TEKTURNA HCT","ALISKIREN HEMIFUMARATE; HYDROCHLOROTHIAZIDE",FALSE,FALSE,FALSE
"TELDRIN","CHLORPHENIRAMINE MALEATE",FALSE,FALSE,FALSE
"TELEPAQUE","IOPANOIC ACID",FALSE,FALSE,FALSE
"TELMISARTAN","TELMISARTAN",FALSE,FALSE,FALSE
"TELMISARTAN AND AMLODIPINE","AMLODIPINE BESYLATE; TELMISARTAN",FALSE,FALSE,FALSE
"TELMISARTAN AND HYDROCHLOROTHIAZIDE","HYDROCHLOROTHIAZIDE; TELMISARTAN",FALSE,FALSE,FALSE
"TELMISARTAN; HYDROCHLOROTHIAZIDE","TELMISARTAN; HYDROCHLOROTHIAZIDE",FALSE,FALSE,FALSE
"TEMARIL","TRIMEPRAZINE TARTRATE",FALSE,FALSE,FALSE
"TEMAZ","TEMAZEPAM",FALSE,FALSE,FALSE
"TEMAZEPAM","TEMAZEPAM",FALSE,FALSE,FALSE
"TEMBEXA","BRINCIDOFOVIR",FALSE,FALSE,FALSE
"TEMIXYS","LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE",FALSE,FALSE,FALSE
"TEMODAR","TEMOZOLOMIDE",FALSE,FALSE,FALSE
"TEMOVATE","CLOBETASOL PROPIONATE",FALSE,FALSE,FALSE
"TEMOVATE E","CLOBETASOL PROPIONATE",FALSE,FALSE,FALSE
"TEMOZOLOMIDE","TEMOZOLOMIDE",FALSE,FALSE,FALSE
"TEMSIROLIMUS","TEMSIROLIMUS",FALSE,FALSE,FALSE
"TEN-K","POTASSIUM CHLORIDE",FALSE,FALSE,FALSE
"TENATHAN","BETHANIDINE SULFATE",FALSE,FALSE,FALSE
"TENCON","ACETAMINOPHEN; BUTALBITAL",FALSE,FALSE,FALSE
"TENEX","GUANFACINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TENOFOVIR ALAFENAMIDE","TENOFOVIR ALAFENAMIDE",FALSE,FALSE,FALSE
"TENOFOVIR DISOPROXIL FUMARATE","TENOFOVIR DISOPROXIL FUMARATE",FALSE,FALSE,FALSE
"TENORETIC 100","ATENOLOL; CHLORTHALIDONE",FALSE,FALSE,FALSE
"TENORETIC 50","ATENOLOL; CHLORTHALIDONE",FALSE,FALSE,FALSE
"TENORMIN","ATENOLOL",FALSE,FALSE,FALSE
"TENSILON","EDROPHONIUM CHLORIDE",FALSE,FALSE,FALSE
"TENSILON PRESERVATIVE FREE","EDROPHONIUM CHLORIDE",FALSE,FALSE,FALSE
"TENUATE","DIETHYLPROPION HYDROCHLORIDE",FALSE,FALSE,FALSE
"TENUATE DOSPAN","DIETHYLPROPION HYDROCHLORIDE",FALSE,FALSE,FALSE
"TEPADINA","THIOTEPA",FALSE,FALSE,FALSE
"TEPANIL","DIETHYLPROPION HYDROCHLORIDE",FALSE,FALSE,FALSE
"TEPANIL TEN-TAB","DIETHYLPROPION HYDROCHLORIDE",FALSE,FALSE,FALSE
"TEPEZZA","TEPROTUMUMAB-TRBW",FALSE,FALSE,FALSE
"TEPMETKO","TEPOTINIB HYDROCHLORIDE",FALSE,FALSE,FALSE
"TERAZOL 3","TERCONAZOLE",FALSE,FALSE,FALSE
"TERAZOL 7","TERCONAZOLE",FALSE,FALSE,FALSE
"TERAZOSIN HYDROCHLORIDE","TERAZOSIN HYDROCHLORIDE",FALSE,FALSE,FALSE
"TERBINAFINE HYDROCHLORIDE","TERBINAFINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TERBUTALINE SULFATE","TERBUTALINE SULFATE",FALSE,FALSE,FALSE
"TERCONAZOLE","TERCONAZOLE",FALSE,FALSE,FALSE
"TERFONYL","SULFADIAZINE;SULFAMERAZINE;SULFAMETHAZINE)",FALSE,FALSE,FALSE
"TERIFLUNOMIDE","TERIFLUNOMIDE",FALSE,FALSE,FALSE
"TERIL","CARBAMAZEPINE",FALSE,FALSE,FALSE
"TERRA-CORTRIL","HYDROCORTISONE ACETATE; OXYTETRACYCLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TERRAMYCIN","LIDOCAINE HYDROCHLORIDE; OXYTETRACYCLINE",FALSE,FALSE,FALSE
"TERRAMYCIN W/ POLYMYXIN","OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE",FALSE,FALSE,FALSE
"TERRAMYCIN W/ POLYMYXIN B SULFATE","OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE",FALSE,FALSE,FALSE
"TERRAMYCIN-POLYMYXIN","OXYTETRACYCLINE HYDROCHLORIDE; POLYMYXIN B SULFATE",FALSE,FALSE,FALSE
"TESLAC","TESTOLACTONE",FALSE,FALSE,FALSE
"TESLASCAN","MANGAFODIPIR TRISODIUM",FALSE,FALSE,FALSE
"TESSALON","BENZONATATE",FALSE,FALSE,FALSE
"TESTIM","TESTOSTERONE",FALSE,FALSE,FALSE
"TESTODERM","TESTOSTERONE",FALSE,FALSE,FALSE
"TESTODERM TTS","TESTOSTERONE",FALSE,FALSE,FALSE
"TESTOPEL","TESTOSTERONE",FALSE,FALSE,FALSE
"TESTOSTERONE","TESTOSTERONE",FALSE,FALSE,FALSE
"TESTOSTERONE CYPIONATE","TESTOSTERONE CYPIONATE",FALSE,FALSE,FALSE
"TESTOSTERONE CYPIONATE-ESTRADIOL CYPIONATE","ESTRADIOL CYPIONATE; TESTOSTERONE CYPIONATE",FALSE,FALSE,FALSE
"TESTOSTERONE ENANTHATE","TESTOSTERONE ENANTHATE",FALSE,FALSE,FALSE
"TESTOSTERONE ENANTHATE AND ESTRADIOL VALERATE","ESTRADIOL VALERATE; TESTOSTERONE ENANTHATE",FALSE,FALSE,FALSE
"TESTOSTERONE PROPIONATE","TESTOSTERONE PROPIONATE",FALSE,FALSE,FALSE
"TESTOSTERONE UNDECANOATE","TESTOSTERONE UNDECANOATE",FALSE,FALSE,FALSE
"TESTRED","METHYLTESTOSTERONE",FALSE,FALSE,FALSE
"TESULOID","TECHNETIUM TC-99M SULFUR COLLOID KIT",FALSE,FALSE,FALSE
"TETRABENAZINE","TETRABENAZINE",FALSE,FALSE,FALSE
"TETRACAINE HYDROCHLORIDE","TETRACAINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TETRACHEL","TETRACYCLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TETRACYCLINE HYDROCHLORIDE","TETRACYCLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TETRACYN","PROCAINE HYDROCHLORIDE; TETRACYCLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TETRAMED","TETRACYCLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TETREX","TETRACYCLINE PHOSPHATE COMPLEX",FALSE,FALSE,FALSE
"TEVETEN","EPROSARTAN MESYLATE",FALSE,FALSE,FALSE
"TEVETEN HCT","EPROSARTAN MESYLATE; HYDROCHLOROTHIAZIDE",FALSE,FALSE,FALSE
"TEXACORT","HYDROCORTISONE",FALSE,FALSE,FALSE
"TEZSPIRE","TEZEPELUMAB-EKKO",FALSE,FALSE,FALSE
"THALITONE","CHLORTHALIDONE",FALSE,FALSE,FALSE
"THALLOUS CHLORIDE TL 201","THALLOUS CHLORIDE TL-201",FALSE,FALSE,FALSE
"THALOMID","THALIDOMIDE",FALSE,FALSE,FALSE
"THAM","TROMETHAMINE",FALSE,FALSE,FALSE
"THAM-E","POTASSIUM CHLORIDE; SODIUM CHLORIDE; TROMETHAMINE",FALSE,FALSE,FALSE
"THEELIN","ESTRONE",FALSE,FALSE,FALSE
"THEO-24","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEO-DUR","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOBID","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOBID JR.","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOCHRON","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOCLEAR L.A.-130","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOCLEAR L.A.-260","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOCLEAR-100","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOCLEAR-200","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOCLEAR-80","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOLAIR","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOLAIR-SR","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOLIXIR","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYL","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYL-225","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYL-SR","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE 0.04% AND DEXTROSE 5% IN PLASTIC CONTAINER","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE 0.08% AND DEXTROSE 5% IN PLASTIC CONTAINER","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE 0.16% AND DEXTROSE 5% IN PLASTIC CONTAINER","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE 0.2% AND DEXTROSE 5% IN PLASTIC CONTAINER","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE 0.32% AND DEXTROSE 5% IN PLASTIC CONTAINER","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE 0.4% AND DEXTROSE 5% IN PLASTIC CONTAINER","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE AND DEXTROSE 5% IN PLASTIC CONTAINER","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE IN DEXTROSE 5% IN PLASTIC CONTAINER","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOPHYLLINE-SR","THEOPHYLLINE",FALSE,FALSE,FALSE
"THEOVENT","THEOPHYLLINE",FALSE,FALSE,FALSE
"THERMAZENE","SILVER SULFADIAZINE",FALSE,FALSE,FALSE
"THEROXIDIL","MINOXIDIL",FALSE,FALSE,FALSE
"THIAMINE HYDROCHLORIDE","THIAMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"THIOGUANINE","THIOGUANINE",FALSE,FALSE,FALSE
"THIOLA","TIOPRONIN",FALSE,FALSE,FALSE
"THIOLA EC","TIOPRONIN",FALSE,FALSE,FALSE
"THIOPLEX","THIOTEPA",FALSE,FALSE,FALSE
"THIORIDAZINE HYDROCHLORIDE","THIORIDAZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"THIORIDAZINE HYDROCHLORIDE INTENSOL","THIORIDAZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"THIOSULFIL","SULFAMETHIZOLE",FALSE,FALSE,FALSE
"THIOTEPA","THIOTEPA",FALSE,FALSE,FALSE
"THIOTHIXENE","THIOTHIXENE",FALSE,FALSE,FALSE
"THIOTHIXENE HYDROCHLORIDE","THIOTHIXENE HYDROCHLORIDE",FALSE,FALSE,FALSE
"THIOTHIXENE HYDROCHLORIDE INTENSOL","THIOTHIXENE HYDROCHLORIDE",FALSE,FALSE,FALSE
"THORAZINE","CHLORPROMAZINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"THRIVE","NICOTINE POLACRILEX",FALSE,FALSE,FALSE
"THYPINONE","PROTIRELIN",FALSE,FALSE,FALSE
"THYQUIDITY","LEVOTHYROXINE SODIUM",FALSE,FALSE,FALSE
"THYREL TRH","PROTIRELIN",FALSE,FALSE,FALSE
"THYRO-BLOCK","POTASSIUM IODIDE",FALSE,FALSE,FALSE
"THYRO-TABS","LEVOTHYROXINE SODIUM",FALSE,FALSE,FALSE
"THYROGEN","THYROTROPIN ALFA",FALSE,FALSE,FALSE
"THYROLAR-0.25","T4;T3)",FALSE,FALSE,FALSE
"THYROLAR-0.5","T4;T3)",FALSE,FALSE,FALSE
"THYROLAR-1","T4;T3)",FALSE,FALSE,FALSE
"THYROLAR-2","T4;T3)",FALSE,FALSE,FALSE
"THYROLAR-3","T4;T3)",FALSE,FALSE,FALSE
"THYROLAR-5","T4;T3)",FALSE,FALSE,FALSE
"THYROSAFE","POTASSIUM IODIDE",FALSE,FALSE,FALSE
"THYROSHIELD","POTASSIUM IODIDE",FALSE,FALSE,FALSE
"TIAGABINE HYDROCHLORIDE","TIAGABINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TIAMATE","DILTIAZEM MALATE",FALSE,FALSE,FALSE
"TIAZAC","DILTIAZEM HYDROCHLORIDE",FALSE,FALSE,FALSE
"TIBSOVO","IVOSIDENIB",FALSE,FALSE,FALSE
"TICAGRELOR","TICAGRELOR",FALSE,FALSE,FALSE
"TICAR","TICARCILLIN DISODIUM",FALSE,FALSE,FALSE
"TICLID","TICLOPIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TICLOPIDINE HYDROCHLORIDE","TICLOPIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TIGAN","TRIMETHOBENZAMIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TIGECYCLINE","TIGECYCLINE",FALSE,FALSE,FALSE
"TIGLUTIK KIT","RILUZOLE",FALSE,FALSE,FALSE
"TIKOSYN","DOFETILIDE",FALSE,FALSE,FALSE
"TILADE","NEDOCROMIL SODIUM",FALSE,FALSE,FALSE
"TIMENTIN","CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM",FALSE,FALSE,FALSE
"TIMENTIN IN PLASTIC CONTAINER","CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM",FALSE,FALSE,FALSE
"TIMOLIDE 10-25","HYDROCHLOROTHIAZIDE; TIMOLOL MALEATE",FALSE,FALSE,FALSE
"TIMOLOL","TIMOLOL",FALSE,FALSE,FALSE
"TIMOLOL MALEATE","TIMOLOL MALEATE",FALSE,FALSE,FALSE
"TIMOPTIC","TIMOLOL MALEATE",FALSE,FALSE,FALSE
"TIMOPTIC IN OCUDOSE","TIMOLOL MALEATE",FALSE,FALSE,FALSE
"TIMOPTIC-XE","TIMOLOL MALEATE",FALSE,FALSE,FALSE
"TINDAL","ACETOPHENAZINE MALEATE",FALSE,FALSE,FALSE
"TINDAMAX","TINIDAZOLE",FALSE,FALSE,FALSE
"TINIDAZOLE","TINIDAZOLE",FALSE,FALSE,FALSE
"TIOCONAZOLE","TIOCONAZOLE",FALSE,FALSE,FALSE
"TIOPRONIN","TIOPRONIN",FALSE,FALSE,FALSE
"TIROFIBAN HYDROCHLORIDE","TIROFIBAN HYDROCHLORIDE",FALSE,FALSE,FALSE
"TIROSINT","LEVOTHYROXINE SODIUM",FALSE,FALSE,FALSE
"TIROSINT-SOL","LEVOTHYROXINE SODIUM",FALSE,FALSE,FALSE
"TIS-U-SOL","MAGNESIUM SULFATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM PHOSPHATE",FALSE,FALSE,FALSE
"TIS-U-SOL IN PLASTIC CONTAINER","MAGNESIUM SULFATE; POTASSIUM CHLORIDE; POTASSIUM PHOSPHATE, MONOBASIC; SODIUM CHLORIDE; SODIUM PHOSPHATE",FALSE,FALSE,FALSE
"TISSUEBLUE","BRILLIANT BLUE G",FALSE,FALSE,FALSE
"TIVDAK","TISOTUMAB VEDOTIN-TFTV",FALSE,FALSE,FALSE
"TIVICAY","DOLUTEGRAVIR SODIUM",FALSE,FALSE,FALSE
"TIVICAY PD","DOLUTEGRAVIR SODIUM",FALSE,FALSE,FALSE
"TIVORBEX","INDOMETHACIN",FALSE,FALSE,FALSE
"TIZANIDINE HYDROCHLORIDE","TIZANIDINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TNKASE","TENECTEPLASE",FALSE,FALSE,FALSE
"TOBI","TOBRAMYCIN",FALSE,FALSE,FALSE
"TOBI PODHALER","TOBRAMYCIN",FALSE,FALSE,FALSE
"TOBRADEX","DEXAMETHASONE; TOBRAMYCIN",FALSE,FALSE,FALSE
"TOBRADEX ST","DEXAMETHASONE; TOBRAMYCIN",FALSE,FALSE,FALSE
"TOBRAMYCIN","TOBRAMYCIN",FALSE,FALSE,FALSE
"TOBRAMYCIN AND DEXAMETHASONE","DEXAMETHASONE; TOBRAMYCIN",FALSE,FALSE,FALSE
"TOBRAMYCIN SULFATE","TOBRAMYCIN SULFATE",FALSE,FALSE,FALSE
"TOBRAMYCIN SULFATE (PHARMACY BULK)","TOBRAMYCIN SULFATE",FALSE,FALSE,FALSE
"TOBRAMYCIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER","TOBRAMYCIN SULFATE",FALSE,FALSE,FALSE
"TOBRASONE","FLUOROMETHOLONE ACETATE; TOBRAMYCIN",FALSE,FALSE,FALSE
"TOBREX","TOBRAMYCIN",FALSE,FALSE,FALSE
"TODAY","NONOXYNOL-9",FALSE,FALSE,FALSE
"TOFACITINIB","TOFACITINIB",FALSE,FALSE,FALSE
"TOFACITINIB CITRATE","TOFACITINIB CITRATE",FALSE,FALSE,FALSE
"TOFRANIL","IMIPRAMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TOFRANIL-PM","IMIPRAMINE PAMOATE",FALSE,FALSE,FALSE
"TOLAK","FLUOROURACIL",FALSE,FALSE,FALSE
"TOLAZAMIDE","TOLAZAMIDE",FALSE,FALSE,FALSE
"TOLBUTAMIDE","TOLBUTAMIDE",FALSE,FALSE,FALSE
"TOLCAPONE","TOLCAPONE",FALSE,FALSE,FALSE
"TOLECTIN","TOLMETIN SODIUM",FALSE,FALSE,FALSE
"TOLECTIN 600","TOLMETIN SODIUM",FALSE,FALSE,FALSE
"TOLECTIN DS","TOLMETIN SODIUM",FALSE,FALSE,FALSE
"TOLINASE","TOLAZAMIDE",FALSE,FALSE,FALSE
"TOLMETIN SODIUM","TOLMETIN SODIUM",FALSE,FALSE,FALSE
"TOLSURA","ITRACONAZOLE",FALSE,FALSE,FALSE
"TOLTERODINE","TOLTERODINE TARTRATE",FALSE,FALSE,FALSE
"TOLTERODINE TARTRATE","TOLTERODINE TARTRATE",FALSE,FALSE,FALSE
"TOLVAPTAN","TOLVAPTAN",FALSE,FALSE,FALSE
"TONOCARD","TOCAINIDE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TOPAMAX","TOPIRAMATE",FALSE,FALSE,FALSE
"TOPAMAX SPRINKLE","TOPIRAMATE",FALSE,FALSE,FALSE
"TOPICORT","DESOXIMETASONE",FALSE,FALSE,FALSE
"TOPICORT LP","DESOXIMETASONE",FALSE,FALSE,FALSE
"TOPICYCLINE","TETRACYCLINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TOPIRAMATE","TOPIRAMATE",FALSE,FALSE,FALSE
"TOPOSAR","ETOPOSIDE",FALSE,FALSE,FALSE
"TOPOTECAN","TOPOTECAN HYDROCHLORIDE",FALSE,FALSE,FALSE
"TOPOTECAN HYDROCHLORIDE","TOPOTECAN HYDROCHLORIDE",FALSE,FALSE,FALSE
"TOPROL-XL","METOPROLOL SUCCINATE",FALSE,FALSE,FALSE
"TORA","PHENTERMINE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TORADOL","KETOROLAC TROMETHAMINE",FALSE,FALSE,FALSE
"TORECAN","THIETHYLPERAZINE MALEATE",FALSE,FALSE,FALSE
"TOREMIFENE CITRATE","TOREMIFENE CITRATE",FALSE,FALSE,FALSE
"TORISEL","TEMSIROLIMUS",FALSE,FALSE,FALSE
"TORNALATE","BITOLTEROL MESYLATE",FALSE,FALSE,FALSE
"TORSEMIDE","TORSEMIDE",FALSE,FALSE,FALSE
"TOSYMRA","SUMATRIPTAN",FALSE,FALSE,FALSE
"TOTACILLIN","AMPICILLIN/AMPICILLIN TRIHYDRATE",FALSE,FALSE,FALSE
"TOTACILLIN-N","AMPICILLIN SODIUM",FALSE,FALSE,FALSE
"TOTECT","DEXRAZOXANE HYDROCHLORIDE",FALSE,FALSE,FALSE
"TOUJEO MAX SOLOSTAR","INSULIN GLARGINE RECOMBINANT",FALSE,FALSE,FALSE
"TOUJEO SOLOSTAR","INSULIN GLARGINE RECOMBINANT",FALSE,FALSE,FALSE
"TOVALT ODT","ZOLPIDEM TARTRATE",FALSE,FALSE,FALSE
"TOVIAZ","FESOTERODINE FUMARATE",FALSE,FALSE,FALSE
"TPN","NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; TYROSINE",FALSE,FALSE,FALSE
"TPN ELECTROLYTES IN PLASTIC CONTAINER","CALCIUM CHLORIDE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE",FALSE,FALSE,FALSE
"TPOXX","TECOVIRIMAT",FALSE,FALSE,FALSE
"TRACLEER","BOSENTAN",FALSE,FALSE,FALSE
"TRACRIUM","ATRACURIUM BESYLATE",FALSE,FALSE,FALSE
"TRACRIUM PRESERVATIVE FREE","ATRACURIUM BESYLATE",FALSE,FALSE,FALSE
"TRADJENTA","LINAGLIPTIN",FALSE,FALSE,FALSE
"TRAL","HEXOCYCLIUM METHYLSULFATE",FALSE,FALSE,FALSE
"TRALEMENT","CUPRIC SULFATE; MANGANESE SULFATE; SELENIOUS ACID; ZINC SULFATE",FALSE,FALSE,FALSE
"TRAMADOL HYDROCHLORIDE","TRAMADOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN","ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE",FALSE,FALSE,FALSE
"TRANCOPAL","CHLORMEZANONE",FALSE,FALSE,FALSE
"TRANDATE","LABETALOL HYDROCHLORIDE",FALSE,FALSE,FALSE
